Année;Polluant;Fuel;Emissions;Type de véhicule
2009;Cr;Essence;0.0;Poids lours
1990;Cu;Essence;0.09;Poids lours
1991;Cu;Essence;0.09;Poids lours
1992;Cu;Essence;0.08;Poids lours
1993;Cu;Essence;0.08;Poids lours
1994;Cu;Essence;0.08;Poids lours
1995;Cu;Essence;0.07;Poids lours
1996;Cu;Essence;0.07;Poids lours
1997;Cu;Essence;0.07;Poids lours
1998;Cu;Essence;0.07;Poids lours
1999;Cu;Essence;0.07;Poids lours
2000;Cu;Essence;0.07;Poids lours
2001;Cu;Essence;0.07;Poids lours
2002;Cu;Essence;0.07;Poids lours
2003;Cu;Essence;0.06;Poids lours
2004;Cu;Essence;0.07;Poids lours
2005;Cu;Essence;0.07;Poids lours
2006;Cu;Essence;0.06;Poids lours
2007;Cu;Essence;0.05;Poids lours
2008;Cu;Essence;0.04;Poids lours
2009;Cu;Essence;0.04;Poids lours
1990;Pb;Essence;2.21;Poids lours
1991;Pb;Essence;1.42;Poids lours
1992;Pb;Essence;0.95;Poids lours
1993;Pb;Essence;0.81;Poids lours
1994;Pb;Essence;0.7;Poids lours
1995;Pb;Essence;0.62;Poids lours
1996;Pb;Essence;0.53;Poids lours
1997;Pb;Essence;0.48;Poids lours
1998;Pb;Essence;0.43;Poids lours
1999;Pb;Essence;0.31;Poids lours
2000;Pb;Essence;0.0;Poids lours
2001;Pb;Essence;0.0;Poids lours
2002;Pb;Essence;0.0;Poids lours
2003;Pb;Essence;0.0;Poids lours
2004;Pb;Essence;0.0;Poids lours
2005;Pb;Essence;0.0;Poids lours
2006;Pb;Essence;0.0;Poids lours
2007;Pb;Essence;0.0;Poids lours
2008;Pb;Essence;0.0;Poids lours
2009;Pb;Essence;0.0;Poids lours
1990;Zn;Essence;0.08;Poids lours
1991;Zn;Essence;0.07;Poids lours
1992;Zn;Essence;0.07;Poids lours
1993;Zn;Essence;0.07;Poids lours
1994;Zn;Essence;0.07;Poids lours
1995;Zn;Essence;0.06;Poids lours
1996;Zn;Essence;0.06;Poids lours
1997;Zn;Essence;0.06;Poids lours
1998;Zn;Essence;0.06;Poids lours
1999;Zn;Essence;0.06;Poids lours
2000;Zn;Essence;0.06;Poids lours
2001;Zn;Essence;0.06;Poids lours
2002;Zn;Essence;0.06;Poids lours
2003;Zn;Essence;0.06;Poids lours
2004;Zn;Essence;0.06;Poids lours
2005;Zn;Essence;0.06;Poids lours
2006;Zn;Essence;0.06;Poids lours
2007;Zn;Essence;0.04;Poids lours
2008;Zn;Essence;0.03;Poids lours
2009;Zn;Essence;0.03;Poids lours
1990;HAP;Essence;0.0;Poids lours
1991;HAP;Essence;0.0;Poids lours
1992;HAP;Essence;0.0;Poids lours
1993;HAP;Essence;0.0;Poids lours
1994;HAP;Essence;0.0;Poids lours
1995;HAP;Essence;0.0;Poids lours
1996;HAP;Essence;0.0;Poids lours
1997;HAP;Essence;0.0;Poids lours
1998;HAP;Essence;0.0;Poids lours
1999;HAP;Essence;0.0;Poids lours
2000;HAP;Essence;0.0;Poids lours
2001;HAP;Essence;0.0;Poids lours
2002;HAP;Essence;0.0;Poids lours
2003;HAP;Essence;0.0;Poids lours
2004;HAP;Essence;0.0;Poids lours
2005;HAP;Essence;0.0;Poids lours
2006;HAP;Essence;0.0;Poids lours
2007;HAP;Essence;0.0;Poids lours
2008;HAP;Essence;0.0;Poids lours
2009;HAP;Essence;0.0;Poids lours
1990;PCDD-F;Essence;0.002;Poids lours
1991;PCDD-F;Essence;0.002;Poids lours
1992;PCDD-F;Essence;0.002;Poids lours
1993;PCDD-F;Essence;0.002;Poids lours
1994;PCDD-F;Essence;0.002;Poids lours
1995;PCDD-F;Essence;0.002;Poids lours
1996;PCDD-F;Essence;0.002;Poids lours
1997;PCDD-F;Essence;0.002;Poids lours
1998;PCDD-F;Essence;0.002;Poids lours
1999;PCDD-F;Essence;0.002;Poids lours
2000;PCDD-F;Essence;0.002;Poids lours
2001;PCDD-F;Essence;0.002;Poids lours
2002;PCDD-F;Essence;0.002;Poids lours
2003;PCDD-F;Essence;0.001;Poids lours
2004;PCDD-F;Essence;0.001;Poids lours
2005;PCDD-F;Essence;0.001;Poids lours
2006;PCDD-F;Essence;0.001;Poids lours
2007;PCDD-F;Essence;0.001;Poids lours
2008;PCDD-F;Essence;0.001;Poids lours
2009;PCDD-F;Essence;0.0;Poids lours
1990;SO2;Essence;0.024;Poids lours
1991;SO2;Essence;0.022000000000000002;Poids lours
1992;SO2;Essence;0.021;Poids lours
1993;SO2;Essence;0.019;Poids lours
1994;SO2;Essence;0.018000000000000002;Poids lours
1995;SO2;Essence;0.013999999999999999;Poids lours
1996;SO2;Essence;0.013000000000000001;Poids lours
1997;SO2;Essence;0.013000000000000001;Poids lours
1998;SO2;Essence;0.012;Poids lours
1999;SO2;Essence;0.008;Poids lours
2000;SO2;Essence;0.003;Poids lours
2001;SO2;Essence;0.002;Poids lours
2002;SO2;Essence;0.002;Poids lours
2003;SO2;Essence;0.002;Poids lours
2004;SO2;Essence;0.002;Poids lours
2005;SO2;Essence;0.001;Poids lours
2006;SO2;Essence;0.001;Poids lours
2007;SO2;Essence;0.001;Poids lours
2008;SO2;Essence;0.0;Poids lours
2009;SO2;Essence;0.0;Poids lours
1990;Ni;Essence;0.0;Poids lours
1991;Ni;Essence;0.0;Poids lours
1992;Ni;Essence;0.0;Poids lours
1993;Ni;Essence;0.0;Poids lours
1994;Ni;Essence;0.0;Poids lours
1995;Ni;Essence;0.0;Poids lours
1996;Ni;Essence;0.0;Poids lours
1997;Ni;Essence;0.0;Poids lours
1998;Ni;Essence;0.0;Poids lours
1999;Ni;Essence;0.0;Poids lours
2000;Ni;Essence;0.0;Poids lours
2001;Ni;Essence;0.0;Poids lours
2002;Ni;Essence;0.0;Poids lours
2003;Ni;Essence;0.0;Poids lours
2004;Ni;Essence;0.0;Poids lours
2005;Ni;Essence;0.0;Poids lours
2006;Ni;Essence;0.0;Poids lours
2007;Ni;Essence;0.0;Poids lours
2008;Ni;Essence;0.0;Poids lours
2009;Ni;Essence;0.0;Poids lours
1990;benzène;Essence;0.0;Poids lours
1991;benzène;Essence;0.0;Poids lours
1992;benzène;Essence;0.0;Poids lours
1993;benzène;Essence;0.0;Poids lours
1994;benzène;Essence;0.0;Poids lours
1995;benzène;Essence;0.0;Poids lours
1996;benzène;Essence;0.0;Poids lours
1997;benzène;Essence;0.0;Poids lours
1998;benzène;Essence;0.0;Poids lours
1999;benzène;Essence;0.0;Poids lours
2000;benzène;Essence;9.8;Poids lours
2001;benzène;Essence;9.1;Poids lours
2002;benzène;Essence;9.8;Poids lours
2003;benzène;Essence;8.8;Poids lours
2004;benzène;Essence;9.4;Poids lours
2005;benzène;Essence;9.3;Poids lours
2006;benzène;Essence;8.7;Poids lours
2007;benzène;Essence;6.4;Poids lours
2008;benzène;Essence;5.5;Poids lours
2009;benzène;Essence;4.9;Poids lours
1990;NOx;GNV;0.0;Poids lours
1991;NOx;GNV;0.0;Poids lours
1992;NOx;GNV;0.0;Poids lours
1993;NOx;GNV;0.01;Poids lours
1994;NOx;GNV;0.0;Poids lours
1995;NOx;GNV;0.0;Poids lours
1996;NOx;GNV;0.0;Poids lours
1997;NOx;GNV;0.0;Poids lours
1998;NOx;GNV;0.0;Poids lours
1999;NOx;GNV;0.0;Poids lours
2000;NOx;GNV;0.0;Poids lours
2001;NOx;GNV;0.05;Poids lours
2002;NOx;GNV;0.06;Poids lours
2003;NOx;GNV;0.08;Poids lours
2004;NOx;GNV;0.09;Poids lours
2005;NOx;GNV;0.11;Poids lours
2006;NOx;GNV;0.15;Poids lours
2007;NOx;GNV;0.17;Poids lours
2008;NOx;GNV;0.21;Poids lours
2009;NOx;GNV;0.2;Poids lours
1990;COVNM;GNV;0.0;Poids lours
1991;COVNM;GNV;0.0;Poids lours
1992;COVNM;GNV;0.0;Poids lours
1993;COVNM;GNV;0.0;Poids lours
1994;COVNM;GNV;0.0;Poids lours
1995;COVNM;GNV;0.0;Poids lours
1996;COVNM;GNV;0.0;Poids lours
1997;COVNM;GNV;0.0;Poids lours
1998;COVNM;GNV;0.0;Poids lours
1999;COVNM;GNV;0.0;Poids lours
2000;COVNM;GNV;0.0;Poids lours
2001;COVNM;GNV;0.02;Poids lours
2002;COVNM;GNV;0.03;Poids lours
2003;COVNM;GNV;0.04;Poids lours
2004;COVNM;GNV;0.04;Poids lours
2005;COVNM;GNV;0.0;Poids lours
2006;COVNM;GNV;0.1;Poids lours
2007;COVNM;GNV;0.1;Poids lours
2008;COVNM;GNV;0.1;Poids lours
2009;COVNM;GNV;0.1;Poids lours
1990;CO;GNV;0.0;Poids lours
1991;CO;GNV;0.0;Poids lours
1992;CO;GNV;0.0;Poids lours
1993;CO;GNV;0.0;Poids lours
1994;CO;GNV;0.0;Poids lours
1995;CO;GNV;0.0;Poids lours
1996;CO;GNV;0.0;Poids lours
1997;CO;GNV;0.0;Poids lours
1998;CO;GNV;0.0;Poids lours
1999;CO;GNV;0.0;Poids lours
2000;CO;GNV;0.0;Poids lours
2001;CO;GNV;0.08;Poids lours
2002;CO;GNV;0.08;Poids lours
2003;CO;GNV;0.11;Poids lours
2004;CO;GNV;0.11;Poids lours
2005;CO;GNV;0.11;Poids lours
2006;CO;GNV;0.13;Poids lours
2007;CO;GNV;0.14;Poids lours
2008;CO;GNV;0.15;Poids lours
2009;CO;GNV;0.14;Poids lours
1990;PM10;GNV;0.0;Poids lours
1991;PM10;GNV;0.0;Poids lours
1992;PM10;GNV;0.0;Poids lours
1993;PM10;GNV;0.0;Poids lours
1994;PM10;GNV;0.0;Poids lours
1995;PM10;GNV;0.0;Poids lours
1996;PM10;GNV;0.0;Poids lours
1997;PM10;GNV;0.0;Poids lours
1998;PM10;GNV;0.0;Poids lours
1999;PM10;GNV;0.0;Poids lours
2000;PM10;GNV;0.0;Poids lours
2001;PM10;GNV;0.0;Poids lours
2002;PM10;GNV;0.0;Poids lours
